XACC_mean,XACC_var,YACC_mean,YACC_var,ZACC_mean,ZACC_var,XAX_mean,XAX_var,YAX_mean,YAX_var,ZAX_mean,ZAX_var,output
11174.976491862568,13662.385153308514,3105.3815551537073,17085.596147582397,-4343.613019891501,10294.75514268315,-291.7377938517179,9267.110488698543,-788.6943942133815,7559.501596435335,95.7757685352622,16639.94972057465,0
