ags,62557142,9968,-371,-1258,-138,47,62
ags,62557152,10012,-434,-1189,-187,35,68
ags,62557162,10041,-449,-1199,-217,65,87
ags,62557172,9987,-439,-1302,-223,59,99
ags,62557182,9934,-488,-1077,-193,10,99
ags,62557192,9992,-508,-1282,-162,-190,99
ags,62557202,9948,-517,-1272,-169,-32,74
ags,62557212,9978,-483,-1175,-169,285,87
ags,62557222,9948,-527,-1370,-144,175,93
ags,62557232,9963,-532,-1229,-132,-141,93
ags,62557242,9919,-557,-1238,-114,-45,68
ags,62557252,9924,-586,-1229,-65,321,68
ags,62557262,9938,-586,-1277,8,266,50
ags,62557272,9948,-586,-1063,74,-63,56
ags,62557282,9997,224,-1458,-382,-20,-223
ags,62557292,10026,-571,-1009,129,120,80
ags,62557302,9968,-522,-1297,221,138,80
ags,62557312,9987,-459,-1072,184,169,74
ags,62557322,9973,-508,-1063,148,169,74
ags,62557332,9875,-478,-1082,123,138,74
ags,62557342,9934,-474,-1121,154,132,74
ags,62557352,9899,-405,-1077,154,126,80
ags,62557362,9987,-459,-1121,105,120,80
ags,62557372,9958,-366,-1170,105,47,105
ags,62557382,9958,-474,-1302,99,16,111
ags,62557392,10026,-386,-1175,50,41,111
ags,62557402,9919,-381,-1165,-53,108,105
ags,62557412,9987,-386,-1204,-40,145,117
ags,62557422,9973,-386,-1053,-28,138,93
ags,62557432,9909,-430,-1106,-71,126,87
ags,62557442,9914,-439,-1170,-108,114,93
ags,62557452,9855,-454,-1199,-120,77,93
ags,62557462,9953,-347,-1126,-22,16,93
ags,62557472,9895,-356,-999,117,-153,93
ags,62557482,9968,-327,-1082,148,-434,68
ags,62557492,10021,-391,-1023,111,-440,80
ags,62557502,10012,-449,-1126,56,-312,99
ags,62557512,10041,-395,-1131,14,-257,80
ags,62557522,10012,-542,-1033,2,-165,123
ags,62557532,10051,-571,-1004,-4,-190,105
ags,62557542,9909,-684,-965,32,-208,87
ags,62557552,9890,-654,-1004,62,-208,56
ags,62557562,9860,-586,-1063,135,-208,13
ags,62557572,9851,-644,-1087,251,-202,1
ags,62557582,9748,-625,-1146,337,-159,7
ags,62557592,9729,-517,-1155,300,-159,19
ags,62557602,9665,-532,-1243,245,-239,13
ags,62557612,9758,-405,-1233,257,-257,13
ags,62557622,9914,-347,-1316,233,-275,32
ags,62557632,9914,-317,-1248,294,-208,26
ags,62557642,10061,-303,-1224,172,-220,-35
ags,62557652,10017,-361,-1263,87,-165,-35
ags,62557662,10061,-400,-1233,-28,-129,-29
ags,62557672,10046,-166,-1351,-290,-63,-23
ags,62557682,10178,-498,-1136,-211,-8,-48
ags,62557692,10207,-459,-1141,-199,-38,-60
ags,62557702,10227,-483,-1155,-144,-32,-60
ags,62557712,10212,-420,-1102,-53,-2,-72
ags,62557722,10139,-332,-1063,-22,10,-66
ags,62557732,10051,-298,-1189,-77,90,-48
ags,62557742,10007,-342,-1116,-217,163,-23
ags,62557752,10046,-322,-1136,-455,376,-66
ags,62557762,10329,-454,-887,-406,596,-193
ags,62557772,10632,-610,-569,-150,663,-339
ags,62557782,10813,-723,-545,178,669,-467
ags,62557792,10769,-723,-335,520,925,-516
ags,62557802,10681,-474,-76,660,1126,-449
ags,62557812,10725,-273,-223,129,1352,-333
ags,62557822,10656,-288,-71,-449,2059,-217
ags,62557832,10852,175,212,-736,2858,-248
ags,62557842,11276,102,436,-1687,3760,-315
ags,62557852,11384,67,1197,-2022,4084,-370
ags,62557862,11091,-293,1476,-1595,4126,-333
ags,62557872,10690,-854,847,-1638,4705,-291
ags,62557882,10397,-1699,368,-1498,5535,-309
ags,62557892,9680,-2222,544,-1010,6382,-492
ags,62557902,8386,-2397,1101,-961,6998,-955
ags,62557912,6877,-2212,1013,-473,7742,-1461
ags,62557922,5788,-1811,710,74,8321,-1589
ags,62557932,5090,-1582,314,873,9010,-1577
ags,62557942,4528,-859,378,2459,9663,-1425
ags,62557952,4313,-83,783,3684,9827,-980
ags,62557962,4445,292,1217,3141,9602,-193
ags,62557972,4655,199,1783,1910,9523,769
ags,62557982,4978,-1,1930,1361,9340,1507
ags,62557992,5197,-283,2179,2739,9126,1660
ags,62558002,4899,-102,-789,3312,8358,1422
ags,62558012,4729,-161,-1263,3379,10114,965
ags,62558022,5065,14,95,1635,10992,477
ags,62558032,5817,-6,1061,-882,10443,141
ags,62558042,6438,-166,2247,-1339,10084,-11
ags,62558052,6604,150,1954,1373,9425,-60
ags,62558062,6965,981,1773,4391,8657,99
ags,62558072,7106,1718,2101,3404,7949,702
ags,62558082,7673,1444,2174,1184,8340,1648
ags,62558092,8386,712,1588,1465,9608,2526
ags,62558102,9108,126,12,733,10852,2946
ags,62558112,8283,-425,-13,-876,10309,2526
ags,62558122,7922,-361,1812,1373,8858,2087
ags,62558132,8459,-1670,1334,1349,8882,2044
ags,62558142,9357,-2881,2169,-1419,9571,1702
ags,62558152,9641,-3926,2916,-1199,9297,782
ags,62558162,9235,-2661,3282,32,8974,-553
ags,62558172,9177,-679,2535,507,8577,-1852
ags,62558182,9060,1000,2398,1062,8547,-2236
ags,62558192,8586,3134,3853,14,8632,-1967
ags,62558202,8195,2704,4493,172,8376,-736
ags,62558212,8718,3212,4210,861,7980,202
ags,62558222,9064,1693,5260,1794,7382,1184
ags,62558232,9401,409,3697,1763,7309,1824
ags,62558242,9445,-1142,4449,-961,7974,2007
ags,62558252,9611,-3306,4395,-1803,8327,1922
ags,62558262,8381,-4023,3731,-2937,8132,1227
ags,62558272,7878,-1816,5084,-2876,7620,276
ags,62558282,8737,-698,3805,-3473,7102,1
ags,62558292,9240,-63,5455,-3601,7541,-114
ags,62558302,9558,1147,5958,-2284,6846,-333
ags,62558312,9772,1327,4981,-126,6279,-339
